step,accuracy01,accuracy01/std,accuracy03,accuracy03/std,accuracy05,accuracy05/std,f1/_macro,f1/_micro,f1/_weighted,loss,loss/mean,loss/std,lr,momentum,precision/_macro,precision/_micro,precision/_weighted,recall/_macro,recall/_micro,recall/_weighted
1,0.8529999999999995,0.08033434856974939,0.968483333333333,0.04209315169295215,0.9892999999999983,0.02800859525259111,0.8511500668590486,0.8529950000293081,0.8530188385178513,333.03206274219,333.03206274219,257.3516915041571,0.02,0.9,0.851387389052747,0.853,0.8531731536890151,0.851055489836796,0.853,0.853
step,accuracy01,accuracy01/std,accuracy03,accuracy03/std,accuracy05,accuracy05/std,f1/_macro,f1/_micro,f1/_weighted,loss,loss/mean,loss/std,lr,momentum,precision/_macro,precision/_micro,precision/_weighted,recall/_macro,recall/_micro,recall/_weighted
1,0.8539499999999994,0.07982548382856504,0.9684333333333348,0.03983598043617301,0.9896833333333344,0.02325878841232977,0.8520803078901771,0.8539450000292754,0.853979318694853,331.7894569190982,331.7894569190982,251.10388531495857,0.02,0.9,0.8523083695933658,0.85395,0.8541460816189274,0.8519963921339804,0.85395,0.85395
